Nº;Date;Time;Shift;League;HomeTeam;HomePlayer;AwayTeam;AwayPlayer;golsHome;golsAway;FTR
277;02/07;06:15;Manhã;GT_Leagues;Lille;Nazario;Ajax;Panic;2;4;A
278;02/07;06:15;Manhã;GT_Leagues;Aston Villa;Aladdin;PAOK;Magdy;3;3;D
279;02/07;06:00;Manhã;GT_Leagues;Man Utd;Cruise;Man City;Pele;2;3;A
280;02/07;06:00;Manhã;GT_Leagues;Arsenal;Pontiac;Tottenham;Dennis;2;3;A
281;02/07;06:00;Manhã;GT_Leagues;Lille;Nazario;PAOK;Magdy;4;3;H
282;02/07;05:45;Madrugada;GT_Leagues;Arsenal;Pontiac;Aston Villa;Gorilla;2;2;D
283;02/07;05:45;Madrugada;GT_Leagues;Man Utd;Cruise;Tottenham;Dennis;3;4;A
284;02/07;05:30;Madrugada;GT_Leagues;Man City;Pele;Aston Villa;Gorilla;5;0;H
285;02/07;05:30;Madrugada;GT_Leagues;Arsenal;Pontiac;Man Utd;Cruise;2;5;A
286;02/07;05:30;Madrugada;GT_Leagues;Real Betis;Punisher;Lille;Nazario;1;3;A
287;02/07;05:30;Madrugada;GT_Leagues;Ajax;Panic;PAOK;Magdy;4;5;A
288;02/07;05:15;Madrugada;GT_Leagues;Arsenal;Pontiac;Man City;Pele;4;6;A
289;02/07;05:15;Madrugada;GT_Leagues;Tottenham;Dennis;Aston Villa;Gorilla;2;0;H
290;02/07;05:15;Madrugada;GT_Leagues;Real Betis;Punisher;PAOK;Magdy;3;4;A
291;02/07;05:15;Madrugada;GT_Leagues;Ajax;Panic;Aston Villa;Aladdin;3;5;A
292;02/07;05:00;Madrugada;GT_Leagues;Tottenham;Dennis;Man City;Pele;2;2;D
293;02/07;05:00;Madrugada;GT_Leagues;Ajax;Panic;Real Betis;Punisher;2;5;A
294;02/07;05:00;Madrugada;GT_Leagues;Lille;Nazario;Aston Villa;Aladdin;2;2;D
295;02/07;04:45;Madrugada;GT_Leagues;Ajax;Panic;Lille;Nazario;2;3;A
296;02/07;04:45;Madrugada;GT_Leagues;PAOK;Magdy;Aston Villa;Aladdin;4;3;H
297;02/07;04:30;Madrugada;GT_Leagues;Aston Villa;Aladdin;Real Betis;Punisher;5;3;H
298;02/07;04:30;Madrugada;GT_Leagues;Aston Villa;Aladdin;Real Betis;Punisher;5;3;H
299;02/07;04:30;Madrugada;GT_Leagues;PAOK;Magdy;Lille;Nazario;2;1;H
300;02/07;04:15;Madrugada;GT_Leagues;Real Madrid;Magdy;Bayern;Panic;2;3;A
301;02/07;04:15;Madrugada;GT_Leagues;PSG;Nazario;Man City;Punisher;5;3;H
302;02/07;04:00;Madrugada;GT_Leagues;Inter;Aladdin;Bayern;Panic;2;2;D
303;02/07;04:00;Madrugada;GT_Leagues;Real Madrid;Magdy;Man City;Punisher;2;1;H
304;02/07;03:45;Madrugada;GT_Leagues;Inter;Aladdin;PSG;Nazario;2;3;A
305;02/07;03:45;Madrugada;GT_Leagues;Man City;Punisher;Bayern;Panic;1;2;A
306;02/07;03:30;Madrugada;GT_Leagues;Inter;Aladdin;Real Madrid;Magdy;3;3;D
307;02/07;03:30;Madrugada;GT_Leagues;PSG;Nazario;Bayern;Panic;3;5;A
308;02/07;03:15;Madrugada;GT_Leagues;PSG;Nazario;Real Madrid;Magdy;2;4;A
309;02/07;03:15;Madrugada;GT_Leagues;Man City;Punisher;Inter;Aladdin;1;2;A
310;02/07;03:00;Madrugada;GT_Leagues;Man City;Punisher;PSG;Nazario;3;1;H
311;02/07;03:00;Madrugada;GT_Leagues;Bayern;Panic;Real Madrid;Magdy;2;3;A
312;02/07;02:45;Madrugada;GT_Leagues;Man City;Punisher;Real Madrid;Magdy;4;2;H
313;02/07;02:45;Madrugada;GT_Leagues;Bayern;Panic;Inter;Aladdin;2;0;H
314;02/07;02:30;Madrugada;GT_Leagues;Bayern;Panic;Man City;Punisher;5;1;H
315;02/07;02:30;Madrugada;GT_Leagues;PSG;Nazario;Inter;Aladdin;3;4;A
316;02/07;02:15;Madrugada;GT_Leagues;Real Madrid;Magdy;Inter;Aladdin;5;1;H
317;02/07;02:15;Madrugada;GT_Leagues;Bayern;Panic;PSG;Nazario;0;3;A
318;02/07;02:00;Madrugada;GT_Leagues;Inter;Aladdin;Man City;Punisher;4;1;H
319;02/07;02:00;Madrugada;GT_Leagues;Real Madrid;Magdy;PSG;Nazario;3;4;A
320;02/07;01:30;Madrugada;GT_Leagues;West Ham;Goliath;Villarreal;Tongpo;1;7;A
321;02/07;01:30;Madrugada;GT_Leagues;AC Milan;Carlos;Benfica;Ivan;6;3;H
322;02/07;01:15;Madrugada;GT_Leagues;Marseille;Hakan;Villarreal;Tongpo;2;5;A
323;02/07;01:15;Madrugada;GT_Leagues;West Ham;Goliath;Benfica;Ivan;6;2;H
324;02/07;01:00;Madrugada;GT_Leagues;Benfica;Ivan;Villarreal;Tongpo;1;5;A
325;02/07;01:00;Madrugada;GT_Leagues;Marseille;Hakan;AC Milan;Carlos;2;5;A
326;02/07;00:45;Madrugada;GT_Leagues;Marseille;Hakan;West Ham;Goliath;2;3;A
327;02/07;00:45;Madrugada;GT_Leagues;AC Milan;Carlos;Villarreal;Tongpo;2;3;A
328;02/07;00:30;Madrugada;GT_Leagues;Benfica;Ivan;Marseille;Hakan;3;1;H
329;02/07;00:30;Madrugada;GT_Leagues;AC Milan;Carlos;West Ham;Goliath;2;2;D
330;02/07;00:15;Madrugada;GT_Leagues;Benfica;Ivan;AC Milan;Carlos;5;4;H
331;02/07;00:15;Madrugada;GT_Leagues;Villarreal;Tongpo;West Ham;Goliath;1;4;A
332;02/07;00:00;Madrugada;GT_Leagues;Villarreal;Tongpo;Marseille;Hakan;5;2;H
333;02/07;00:00;Madrugada;GT_Leagues;Benfica;Ivan;West Ham;Goliath;2;1;H
334;02/06;23:45;Noite;GT_Leagues;AC Milan;Carlos;Marseille;Hakan;5;2;H
335;02/06;23:45;Noite;GT_Leagues;Villarreal;Tongpo;Benfica;Ivan;4;3;H
336;02/06;23:30;Noite;GT_Leagues;West Ham;Goliath;Marseille;Hakan;4;1;H
337;02/06;23:30;Noite;GT_Leagues;Villarreal;Tongpo;AC Milan;Carlos;0;5;A
338;02/06;23:15;Noite;GT_Leagues;Marseille;Hakan;Benfica;Ivan;3;6;A
339;02/06;23:15;Noite;GT_Leagues;West Ham;Goliath;AC Milan;Carlos;0;4;A
340;02/06;23:00;Noite;GT_Leagues;Barcelona;Goliath;Arsenal;TongPo;1;4;A
341;02/06;23:00;Noite;GT_Leagues;Dortmund;Carlos;Copenhagen;Ivan;5;2;H
342;02/06;22:45;Noite;GT_Leagues;Lazio;Hakan;Arsenal;TongPo;1;0;H
343;02/06;22:45;Noite;GT_Leagues;Barcelona;Goliath;Copenhagen;Ivan;2;3;A
344;02/06;22:30;Noite;GT_Leagues;Lazio;Hakan;Dortmund;Carlos;1;3;A
345;02/06;22:30;Noite;GT_Leagues;Copenhagen;Ivan;Arsenal;TongPo;2;4;A
346;02/06;22:15;Noite;GT_Leagues;Lazio;Hakan;Barcelona;Goliath;3;4;A
347;02/06;22:15;Noite;GT_Leagues;Dortmund;Carlos;Arsenal;TongPo;5;3;H
348;02/06;22:00;Noite;GT_Leagues;Copenhagen;Ivan;Lazio;Hakan;5;0;H
349;02/06;22:00;Noite;GT_Leagues;Dortmund;Carlos;Barcelona;Goliath;3;0;H
350;02/06;21:30;Noite;GT_Leagues;Copenhagen;Ivan;Dortmund;Carlos;5;6;A
351;02/06;21:30;Noite;GT_Leagues;Arsenal;TongPo;Barcelona;Goliath;3;1;H
352;02/06;21:15;Noite;GT_Leagues;Arsenal;TongPo;Lazio;Hakan;4;3;H
353;02/06;21:15;Noite;GT_Leagues;Copenhagen;Ivan;Barcelona;Goliath;2;2;D
354;02/06;21:00;Noite;GT_Leagues;Dortmund;Carlos;Lazio;Hakan;5;2;H
355;02/06;21:00;Noite;GT_Leagues;Arsenal;TongPo;Copenhagen;Ivan;3;5;A
356;02/06;20:45;Noite;GT_Leagues;Barcelona;Goliath;Lazio;Hakan;5;1;H
357;02/06;20:45;Noite;GT_Leagues;Arsenal;TongPo;Dortmund;Carlos;2;2;D
358;02/06;20:30;Noite;GT_Leagues;Brighton;Professor;Roma;Saigon;4;3;H
359;02/06;20:30;Noite;GT_Leagues;SC Freiburg;Furious;Galatasaray;David;5;2;H
360;02/06;20:30;Noite;GT_Leagues;Lazio;Hakan;Copenhagen;Ivan;3;3;D
361;02/06;20:30;Noite;GT_Leagues;Barcelona;Goliath;Dortmund;Carlos;3;3;D
362;02/06;20:15;Noite;GT_Leagues;SC Freiburg;Furious;Roma;Saigon;2;1;H
363;02/06;20:15;Noite;GT_Leagues;Juventus;Goliath;AC Milan;TongPo;4;2;H
364;02/06;20:15;Noite;GT_Leagues;Inter;Carlos;Napoli;Ivan;3;3;D
365;02/06;20:00;Noite;GT_Leagues;Roma;Saigon;Galatasaray;David;0;2;A
366;02/06;20:00;Noite;GT_Leagues;Roma;Hakan;AC Milan;TongPo;0;1;A
367;02/06;20:00;Noite;GT_Leagues;Rangers;Socrates;Brighton;Professor;2;0;H
368;02/06;20:00;Noite;GT_Leagues;Juventus;Goliath;Napoli;Ivan;4;1;H
369;02/06;19:45;Noite;GT_Leagues;Rangers;Socrates;SC Freiburg;Furious;2;1;H
370;02/06;19:45;Noite;GT_Leagues;Roma;Hakan;Inter;Carlos;0;4;A
371;02/06;19:45;Noite;GT_Leagues;Brighton;Professor;Galatasaray;David;4;3;H
372;02/06;19:45;Noite;GT_Leagues;Napoli;Ivan;AC Milan;TongPo;1;0;H
373;02/06;19:30;Noite;GT_Leagues;Roma;Hakan;Juventus;Goliath;2;2;D
374;02/06;19:30;Noite;GT_Leagues;Roma;Saigon;Rangers;Socrates;2;3;A
375;02/06;19:30;Noite;GT_Leagues;Brighton;Professor;SC Freiburg;Furious;1;1;D
376;02/06;19:30;Noite;GT_Leagues;Inter;Carlos;AC Milan;TongPo;4;2;H
377;02/06;19:15;Noite;GT_Leagues;Roma;Saigon;Brighton;Professor;1;3;A
378;02/06;19:15;Noite;GT_Leagues;Galatasaray;David;SC Freiburg;Furious;2;2;D
379;02/06;19:15;Noite;GT_Leagues;Napoli;Ivan;Roma;Hakan;4;3;H
380;02/06;19:15;Noite;GT_Leagues;Inter;Carlos;Juventus;Goliath;5;1;H
381;02/06;19:00;Noite;GT_Leagues;Roma;Saigon;SC Freiburg;Furious;2;2;D
382;02/06;19:00;Noite;GT_Leagues;Galatasaray;David;Rangers;Socrates;1;3;A
383;02/06;19:00;Noite;GT_Leagues;AC Milan;TongPo;Juventus;Goliath;4;2;H
384;02/06;19:00;Noite;GT_Leagues;Napoli;Ivan;Inter;Carlos;3;4;A
385;02/06;18:45;Noite;GT_Leagues;AC Milan;TongPo;Roma;Hakan;3;1;H
386;02/06;18:45;Noite;GT_Leagues;Galatasaray;David;Roma;Saigon;2;6;A
387;02/06;18:45;Noite;GT_Leagues;Brighton;Professor;Rangers;Socrates;2;3;A
388;02/06;18:45;Noite;GT_Leagues;Napoli;Ivan;Juventus;Goliath;4;2;H
389;02/06;18:30;Noite;GT_Leagues;Inter;Carlos;Roma;Hakan;5;0;H
390;02/06;18:30;Noite;GT_Leagues;SC Freiburg;Furious;Rangers;Socrates;1;1;D
391;02/06;18:30;Noite;GT_Leagues;Galatasaray;David;Brighton;Professor;5;1;H
392;02/06;18:30;Noite;GT_Leagues;AC Milan;TongPo;Napoli;Ivan;2;6;A
393;02/06;18:15;Noite;GT_Leagues;Juventus;Goliath;Roma;Hakan;4;3;H
394;02/06;18:15;Noite;GT_Leagues;Rangers;Socrates;Roma;Saigon;4;3;H
395;02/06;18:15;Noite;GT_Leagues;SC Freiburg;Furious;Brighton;Professor;3;0;H
396;02/06;18:15;Noite;GT_Leagues;AC Milan;TongPo;Inter;Carlos;3;4;A
397;02/06;18:00;Noite;GT_Leagues;Roma;Hakan;Napoli;Ivan;0;2;A
398;02/06;18:00;Noite;GT_Leagues;PSG;Professor;Man City;Saigon;1;1;D
399;02/06;18:00;Noite;GT_Leagues;Real Madrid;Furious;Bayern;David;3;4;A
400;02/06;18:00;Noite;GT_Leagues;Juventus;Goliath;Inter;Carlos;1;6;A
401;02/06;17:45;Tarde;GT_Leagues;Real Madrid;Furious;Man City;Saigon;5;3;H
402;02/06;17:45;Tarde;GT_Leagues;Inter;Socrates;Bayern;David;5;3;H
403;02/06;17:30;Tarde;GT_Leagues;Man City;Saigon;Bayern;David;2;3;A
404;02/06;17:30;Tarde;GT_Leagues;Inter;Socrates;PSG;Professor;1;1;D
405;02/06;17:30;Tarde;GT_Leagues;Girona;Venom;A.Bilbao;Mars;3;3;D
406;02/06;17:30;Tarde;GT_Leagues;A.Madrid;Anthem;Barcelona;Raul;5;3;H
407;02/06;17:15;Tarde;GT_Leagues;Inter;Socrates;Real Madrid;Furious;1;3;A
408;02/06;17:15;Tarde;GT_Leagues;PSG;Professor;Bayern;David;4;2;H
409;02/06;17:15;Tarde;GT_Leagues;A.Madrid;Anthem;A.Bilbao;Mars;2;3;A
410;02/06;17:15;Tarde;GT_Leagues;Real Madrid;Seagal;Barcelona;Raul;1;2;A
411;02/06;17:00;Tarde;GT_Leagues;Man City;Saigon;Inter;Socrates;2;3;A
412;02/06;17:00;Tarde;GT_Leagues;PSG;Professor;Real Madrid;Furious;2;2;D
413;02/06;17:00;Tarde;GT_Leagues;Real Madrid;Seagal;Girona;Venom;2;2;D
414;02/06;17:00;Tarde;GT_Leagues;A.Bilbao;Mars;Barcelona;Raul;5;3;H
415;02/06;16:45;Tarde;GT_Leagues;Girona;Venom;Barcelona;Raul;1;2;A
416;02/06;16:30;Tarde;GT_Leagues;Man City;Saigon;PSG;Professor;4;4;D
417;02/06;16:30;Tarde;GT_Leagues;Bayern;David;Real Madrid;Furious;5;5;D
418;02/06;16:30;Tarde;GT_Leagues;Girona;Venom;A.Madrid;Anthem;1;3;A
419;02/06;16:30;Tarde;GT_Leagues;A.Bilbao;Mars;Real Madrid;Seagal;2;3;A
420;02/06;16:15;Tarde;GT_Leagues;Man City;Saigon;Real Madrid;Furious;4;0;H
421;02/06;16:15;Tarde;GT_Leagues;Bayern;David;Inter;Socrates;3;2;H
422;02/06;16:15;Tarde;GT_Leagues;Barcelona;Raul;A.Madrid;Anthem;1;1;D
423;02/06;16:00;Tarde;GT_Leagues;Bayern;David;Man City;Saigon;2;5;A
424;02/06;16:00;Tarde;GT_Leagues;PSG;Professor;Inter;Socrates;2;4;A
425;02/06;16:00;Tarde;GT_Leagues;A.Bilbao;Mars;A.Madrid;Anthem;3;5;A
426;02/06;16:00;Tarde;GT_Leagues;Barcelona;Raul;Real Madrid;Seagal;3;1;H
427;02/06;15:45;Tarde;GT_Leagues;Bayern;David;PSG;Professor;2;3;A
428;02/06;15:45;Tarde;GT_Leagues;Girona;Venom;Real Madrid;Seagal;1;4;A
429;02/06;15:45;Tarde;GT_Leagues;Barcelona;Raul;A.Bilbao;Mars;1;2;A
430;02/06;15:30;Tarde;GT_Leagues;Inter;Socrates;Man City;Saigon;4;1;H
431;02/06;15:30;Tarde;GT_Leagues;Real Madrid;Furious;PSG;Professor;4;3;H
432;02/06;15:30;Tarde;GT_Leagues;Barcelona;Raul;Girona;Venom;0;2;A
433;02/06;15:30;Tarde;GT_Leagues;A.Madrid;Anthem;Real Madrid;Seagal;0;4;A
434;02/06;15:15;Tarde;GT_Leagues;Porto;Professor;Leipzig;Saigon;3;2;H
435;02/06;15:15;Tarde;GT_Leagues;Napoli;Furious;A.Madrid;David;3;2;H
436;02/06;15:15;Tarde;GT_Leagues;A.Madrid;Anthem;Girona;Venom;1;4;A
437;02/06;15:15;Tarde;GT_Leagues;Real Madrid;Seagal;A.Bilbao;Mars;1;4;A
438;02/06;15:00;Tarde;GT_Leagues;PSV;Socrates;A.Madrid;David;2;4;A
439;02/06;15:00;Tarde;GT_Leagues;Napoli;Furious;Leipzig;Saigon;5;2;H
440;02/06;15:00;Tarde;GT_Leagues;Dortmund;Venom;Copenhagen;Mars;4;2;H
441;02/06;15:00;Tarde;GT_Leagues;Barcelona;Anthem;Arsenal;Raul;2;4;A
442;02/06;14:45;Tarde;GT_Leagues;PSV;Socrates;Porto;Professor;4;1;H
443;02/06;14:45;Tarde;GT_Leagues;Leipzig;Saigon;A.Madrid;David;3;1;H
444;02/06;14:45;Tarde;GT_Leagues;Barcelona;Anthem;Copenhagen;Mars;3;3;D
445;02/06;14:45;Tarde;GT_Leagues;Lazio;Seagal;Arsenal;Raul;5;3;H
446;02/06;14:30;Tarde;GT_Leagues;Porto;Professor;A.Madrid;David;2;2;D
447;02/06;14:30;Tarde;GT_Leagues;PSV;Socrates;Napoli;Furious;2;3;A
448;02/06;14:30;Tarde;GT_Leagues;Lazio;Seagal;Dortmund;Venom;2;7;A
449;02/06;14:15;Tarde;GT_Leagues;Leipzig;Saigon;PSV;Socrates;4;4;D
450;02/06;14:15;Tarde;GT_Leagues;Porto;Professor;Napoli;Furious;1;3;A
451;02/06;14:15;Tarde;GT_Leagues;Lazio;Seagal;Barcelona;Anthem;3;1;H
452;02/06;14:15;Tarde;GT_Leagues;Dortmund;Venom;Arsenal;Raul;0;3;A
453;02/06;14:00;Tarde;GT_Leagues;Leipzig;Saigon;Porto;Professor;4;2;H
454;02/06;14:00;Tarde;GT_Leagues;A.Madrid;David;Napoli;Furious;2;2;D
455;02/06;14:00;Tarde;GT_Leagues;Dortmund;Venom;Barcelona;Anthem;6;3;H
456;02/06;14:00;Tarde;GT_Leagues;Copenhagen;Mars;Lazio;Seagal;0;2;A
457;02/06;13:45;Tarde;GT_Leagues;Leipzig;Saigon;Napoli;Furious;4;3;H
458;02/06;13:45;Tarde;GT_Leagues;A.Madrid;David;PSV;Socrates;1;3;A
459;02/06;13:30;Tarde;GT_Leagues;Porto;Professor;PSV;Socrates;4;3;H
460;02/06;13:30;Tarde;GT_Leagues;Copenhagen;Mars;Dortmund;Venom;2;4;A
461;02/06;13:30;Tarde;GT_Leagues;Arsenal;Raul;Barcelona;Anthem;3;0;H
462;02/06;13:15;Tarde;GT_Leagues;Napoli;Furious;PSV;Socrates;3;4;A
463;02/06;13:15;Tarde;GT_Leagues;Copenhagen;Mars;Barcelona;Anthem;3;7;A
464;02/06;13:15;Tarde;GT_Leagues;Arsenal;Raul;Lazio;Seagal;1;2;A
465;02/06;13:00;Tarde;GT_Leagues;PSV;Socrates;Leipzig;Saigon;2;2;D
466;02/06;13:00;Tarde;GT_Leagues;Napoli;Furious;Porto;Professor;3;2;H
467;02/06;13:00;Tarde;GT_Leagues;Dortmund;Venom;Lazio;Seagal;2;1;H
468;02/06;13:00;Tarde;GT_Leagues;Arsenal;Raul;Copenhagen;Mars;1;3;A
469;02/06;12:45;Tarde;GT_Leagues;Arsenal;Raul;Dortmund;Venom;1;4;A
470;02/06;12:45;Tarde;GT_Leagues;Barcelona;Anthem;Lazio;Seagal;5;4;H
471;02/06;12:30;Tarde;GT_Leagues;PSG;Pele;Man City;Cruise;5;1;H
472;02/06;12:30;Tarde;GT_Leagues;Real Madrid;Dennis;Bayern;Pontiac;2;2;D
473;02/06;12:30;Tarde;GT_Leagues;Barcelona;Anthem;Dortmund;Venom;3;3;D
474;02/06;12:30;Tarde;GT_Leagues;Lazio;Seagal;Copenhagen;Mars;3;1;H
475;02/06;12:15;Tarde;GT_Leagues;Real Madrid;Dennis;Man City;Cruise;2;7;A
476;02/06;12:15;Tarde;GT_Leagues;Inter;Gorilla;Bayern;Pontiac;2;5;A
477;02/06;12:15;Tarde;GT_Leagues;Bayer 04;Venom;Toulouse;Mars;2;3;A
478;02/06;12:15;Tarde;GT_Leagues;Atalanta;Anthem;Sporting;Raul;1;3;A
479;02/06;12:00;Tarde;GT_Leagues;Inter;Gorilla;PSG;Pele;1;4;A
480;02/06;12:00;Tarde;GT_Leagues;Man City;Cruise;Bayern;Pontiac;3;2;H
481;02/06;12:00;Tarde;GT_Leagues;Feyenoord;Seagal;Sporting;Raul;1;0;H
482;02/06;12:00;Tarde;GT_Leagues;Atalanta;Anthem;Toulouse;Mars;4;0;H
483;02/06;11:45;Manhã;GT_Leagues;PSG;Pele;Bayern;Pontiac;4;5;A
484;02/06;11:45;Manhã;GT_Leagues;Inter;Gorilla;Real Madrid;Dennis;1;2;A
485;02/06;11:45;Manhã;GT_Leagues;Feyenoord;Seagal;Bayer 04;Venom;3;4;A
486;02/06;11:45;Manhã;GT_Leagues;Toulouse;Mars;Sporting;Raul;3;2;H
487;02/06;11:30;Manhã;GT_Leagues;Man City;Cruise;Inter;Gorilla;1;2;A
488;02/06;11:30;Manhã;GT_Leagues;PSG;Pele;Real Madrid;Dennis;5;4;H
489;02/06;11:30;Manhã;GT_Leagues;Bayer 04;Venom;Sporting;Raul;2;1;H
490;02/06;11:30;Manhã;GT_Leagues;Feyenoord;Seagal;Atalanta;Anthem;6;3;H
491;02/06;11:15;Manhã;GT_Leagues;Man City;Cruise;PSG;Pele;2;2;D
492;02/06;11:15;Manhã;GT_Leagues;Bayern;Pontiac;Real Madrid;Dennis;4;2;H
493;02/06;11:15;Manhã;GT_Leagues;Bayer 04;Venom;Atalanta;Anthem;6;2;H
494;02/06;11:15;Manhã;GT_Leagues;Toulouse;Mars;Feyenoord;Seagal;3;2;H
495;02/06;11:00;Manhã;GT_Leagues;Man City;Cruise;Real Madrid;Dennis;3;2;H
496;02/06;11:00;Manhã;GT_Leagues;Bayern;Pontiac;Inter;Gorilla;0;0;D
497;02/06;11:00;Manhã;GT_Leagues;Toulouse;Mars;Bayer 04;Venom;0;2;A
498;02/06;11:00;Manhã;GT_Leagues;Sporting;Raul;Atalanta;Anthem;4;3;H
499;02/06;10:45;Manhã;GT_Leagues;PSG;Pele;Inter;Gorilla;4;0;H
500;02/06;10:45;Manhã;GT_Leagues;Bayern;Pontiac;Man City;Cruise;3;5;A
501;02/06;10:45;Manhã;GT_Leagues;Sporting;Raul;Feyenoord;Seagal;1;4;A
502;02/06;10:45;Manhã;GT_Leagues;Toulouse;Mars;Atalanta;Anthem;5;4;H
503;02/06;10:30;Manhã;GT_Leagues;Bayern;Pontiac;PSG;Pele;5;7;A
504;02/06;10:30;Manhã;GT_Leagues;Real Madrid;Dennis;Inter;Gorilla;2;4;A
505;02/06;10:30;Manhã;GT_Leagues;Bayer 04;Venom;Feyenoord;Seagal;1;0;H
506;02/06;10:30;Manhã;GT_Leagues;Sporting;Raul;Toulouse;Mars;2;0;H
507;02/06;10:15;Manhã;GT_Leagues;Real Madrid;Dennis;PSG;Pele;3;5;A
508;02/06;10:15;Manhã;GT_Leagues;Inter;Gorilla;Man City;Cruise;3;2;H
509;02/06;10:15;Manhã;GT_Leagues;Atalanta;Anthem;Feyenoord;Seagal;1;4;A
510;02/06;10:15;Manhã;GT_Leagues;Sporting;Raul;Bayer 04;Venom;1;1;D
511;02/06;10:00;Manhã;GT_Leagues;West Ham;Dennis;Villarreal;Pontiac;2;0;H
512;02/06;10:00;Manhã;GT_Leagues;AC Milan;Pele;Benfica;Cruise;7;5;H
513;02/06;10:00;Manhã;GT_Leagues;Atalanta;Anthem;Bayer 04;Venom;1;2;A
514;02/06;10:00;Manhã;GT_Leagues;Feyenoord;Seagal;Toulouse;Mars;1;1;D
515;02/06;09:45;Manhã;GT_Leagues;Marseille;Gorilla;Villarreal;Pontiac;4;3;H
516;02/06;09:45;Manhã;GT_Leagues;West Ham;Dennis;Benfica;Cruise;1;2;A
517;02/06;09:30;Manhã;GT_Leagues;Benfica;Cruise;Villarreal;Pontiac;4;5;A
518;02/06;09:30;Manhã;GT_Leagues;Marseille;Gorilla;AC Milan;Pele;4;6;A
519;02/06;09:30;Manhã;GT_Leagues;Bayer 04;Magdy;Dortmund;Panic;2;1;H
520;02/06;09:30;Manhã;GT_Leagues;RB Leipzig;Nazario;Bayern;Punisher;5;3;H
521;02/06;09:15;Manhã;GT_Leagues;AC Milan;Pele;Villarreal;Pontiac;5;4;H
522;02/06;09:15;Manhã;GT_Leagues;Marseille;Gorilla;West Ham;Dennis;2;1;H
523;02/06;09:15;Manhã;GT_Leagues;VfB Stuttgart;Aladdin;Dortmund;Panic;1;3;A
524;02/06;09:15;Manhã;GT_Leagues;Bayer 04;Magdy;Bayern;Punisher;0;1;A
525;02/06;09:00;Manhã;GT_Leagues;Benfica;Cruise;Marseille;Gorilla;5;4;H
526;02/06;09:00;Manhã;GT_Leagues;AC Milan;Pele;West Ham;Dennis;3;4;A
527;02/06;09:00;Manhã;GT_Leagues;VfB Stuttgart;Aladdin;RB Leipzig;Nazario;2;3;A
528;02/06;08:45;Manhã;GT_Leagues;VfB Stuttgart;Aladdin;Bayer 04;Magdy;3;5;A
529;02/06;08:30;Manhã;GT_Leagues;Villarreal;Pontiac;West Ham;Dennis;4;2;H
530;02/06;08:30;Manhã;GT_Leagues;Benfica;Cruise;AC Milan;Pele;1;1;D
531;02/06;08:30;Manhã;GT_Leagues;Bayern;Punisher;VfB Stuttgart;Aladdin;1;3;A
532;02/06;08:15;Manhã;GT_Leagues;Villarreal;Pontiac;Marseille;Gorilla;5;2;H
533;02/06;08:15;Manhã;GT_Leagues;Benfica;Cruise;West Ham;Dennis;1;1;D
534;02/06;08:15;Manhã;GT_Leagues;Dortmund;Panic;Bayer 04;Magdy;2;2;D
535;02/06;08:00;Manhã;GT_Leagues;Villarreal;Pontiac;Benfica;Cruise;6;4;H
536;02/06;08:00;Manhã;GT_Leagues;AC Milan;Pele;Marseille;Gorilla;6;2;H
537;02/06;08:00;Manhã;GT_Leagues;Dortmund;Panic;VfB Stuttgart;Aladdin;0;1;A
538;02/06;08:00;Manhã;GT_Leagues;Bayern;Punisher;Bayer 04;Magdy;3;5;A
539;02/06;07:45;Manhã;GT_Leagues;Villarreal;Pontiac;AC Milan;Pele;2;4;A
540;02/06;07:45;Manhã;GT_Leagues;West Ham;Dennis;Marseille;Gorilla;1;3;A
541;02/06;07:45;Manhã;GT_Leagues;RB Leipzig;Nazario;VfB Stuttgart;Aladdin;4;1;H
542;02/06;07:30;Manhã;GT_Leagues;West Ham;Dennis;AC Milan;Pele;2;4;A
543;02/06;07:30;Manhã;GT_Leagues;Marseille;Gorilla;Benfica;Cruise;5;2;H
544;02/06;07:30;Manhã;GT_Leagues;Bayer 04;Magdy;VfB Stuttgart;Aladdin;5;6;A
545;02/06;07:30;Manhã;GT_Leagues;Dortmund;Panic;RB Leipzig;Nazario;5;2;H
546;02/06;07:15;Manhã;GT_Leagues;Man City;Pele;Man Utd;Cruise;4;4;D
547;02/06;07:15;Manhã;GT_Leagues;VfB Stuttgart;Aladdin;Bayern;Punisher;2;2;D
548;02/06;07:15;Manhã;GT_Leagues;Bayer 04;Magdy;RB Leipzig;Nazario;4;3;H
549;02/06;07:00;Manhã;GT_Leagues;Tottenham;Dennis;Man Utd;Cruise;4;1;H
550;02/06;07:00;Manhã;GT_Leagues;Aston Villa;Gorilla;Arsenal;Pontiac;2;1;H
551;02/06;07:00;Manhã;GT_Leagues;Lille;Nazario;Real Betis;Punisher;1;4;A
552;02/06;07:00;Manhã;GT_Leagues;PAOK;Magdy;Ajax;Panic;2;6;A
553;02/06;06:45;Manhã;GT_Leagues;Aston Villa;Gorilla;Man City;Pele;2;5;A
554;02/06;06:45;Manhã;GT_Leagues;Man Utd;Cruise;Arsenal;Pontiac;5;6;A
555;02/06;06:45;Manhã;GT_Leagues;PAOK;Magdy;Real Betis;Punisher;4;4;D
556;02/06;06:45;Manhã;GT_Leagues;Aston Villa;Aladdin;Ajax;Panic;2;1;H
557;02/06;06:30;Manhã;GT_Leagues;Man City;Pele;Arsenal;Pontiac;7;2;H
