Nº;Date;Time;Shift;League;HomeTeam;HomePlayer;AwayTeam;AwayPlayer;golsHome;golsAway;FTR
501;02/06;17:54;Tarde;ESoccer_Battle;Portugal;Nicolas_Rage;Argentina;MakcwellLm;2;0;H
502;02/06;17:46;Tarde;ESoccer_Battle;Tottenham;Peja;Man Utd;Jekos;2;0;H
503;02/06;17:46;Tarde;ESoccer_Battle;Liverpool;Zyen;Man City;Rodja;1;5;A
504;02/06;17:42;Tarde;ESoccer_Battle;Germany;Kallu;Portugal;Nicolas_Rage;3;0;H
505;02/06;17:42;Tarde;ESoccer_Battle;France;Elmagico;England;Buconi;0;2;A
506;02/06;17:34;Tarde;ESoccer_Battle;Arsenal;Hermanito;Liverpool;Zyen;2;2;D
507;02/06;17:34;Tarde;ESoccer_Battle;Man City;Rodja;Tottenham;Peja;2;1;H
508;02/06;17:30;Tarde;ESoccer_Battle;Argentina;MakcwellLm;Germany;Kallu;2;1;H
509;02/06;17:30;Tarde;ESoccer_Battle;Portugal;Nicolas_Rage;France;Elmagico;1;3;A
510;02/06;17:22;Tarde;ESoccer_Battle;Man Utd;Jekos;Man City;Rodja;1;1;D
511;02/06;17:22;Tarde;ESoccer_Battle;Tottenham;Peja;Arsenal;Hermanito;5;5;D
512;02/06;17:10;Tarde;ESoccer_Battle;Arsenal;Hermanito;Man Utd;Jekos;4;0;H
513;02/06;17:10;Tarde;ESoccer_Battle;Liverpool;Zyen;Tottenham;Peja;1;1;D
514;02/06;16:58;Tarde;ESoccer_Battle;Chelsea;MakcwellLm;Brighton;Elmagico;3;1;H
515;02/06;16:58;Tarde;ESoccer_Battle;West Ham;Nicolas_Rage;Newcastle;Buconi;1;1;D
516;02/06;16:46;Tarde;ESoccer_Battle;Newcastle;Buconi;Chelsea;MakcwellLm;2;1;H
517;02/06;16:46;Tarde;ESoccer_Battle;Brighton;Elmagico;Aston Villa;Kallu;3;3;D
518;02/06;16:38;Tarde;ESoccer_Battle;Villarreal;Zyen;West Ham;Jekos;1;1;D
519;02/06;16:38;Tarde;ESoccer_Battle;Roma;Hermanito;Marseille;Rodja;2;2;D
520;02/06;16:34;Tarde;ESoccer_Battle;Chelsea;MakcwellLm;West Ham;Nicolas_Rage;3;2;H
521;02/06;16:34;Tarde;ESoccer_Battle;Aston Villa;Kallu;Newcastle;Buconi;3;4;A
522;02/06;16:26;Tarde;ESoccer_Battle;West Ham;Jekos;Bayer 04;Peja;2;3;A
523;02/06;16:26;Tarde;ESoccer_Battle;Marseille;Rodja;Villarreal;Zyen;1;3;A
524;02/06;16:22;Tarde;ESoccer_Battle;West Ham;Nicolas_Rage;Aston Villa;Kallu;1;1;D
525;02/06;16:22;Tarde;ESoccer_Battle;Newcastle;Buconi;Brighton;Elmagico;4;5;A
526;02/06;16:14;Tarde;ESoccer_Battle;Villarreal;Zyen;Roma;Hermanito;1;2;A
527;02/06;16:14;Tarde;ESoccer_Battle;Bayer 04;Peja;Marseille;Rodja;3;1;H
528;02/06;16:10;Tarde;ESoccer_Battle;Aston Villa;Kallu;Chelsea;MakcwellLm;1;3;A
529;02/06;16:10;Tarde;ESoccer_Battle;Brighton;Elmagico;West Ham;Nicolas_Rage;1;1;D
530;02/06;16:02;Tarde;ESoccer_Battle;Marseille;Rodja;West Ham;Jekos;1;0;H
531;02/06;16:02;Tarde;ESoccer_Battle;Roma;Hermanito;Bayer 04;Peja;2;2;D
532;02/06;15:58;Tarde;ESoccer_Battle;Brighton;Elmagico;Chelsea;MakcwellLm;2;4;A
533;02/06;15:58;Tarde;ESoccer_Battle;Newcastle;Buconi;West Ham;Nicolas_Rage;2;2;D
534;02/06;15:50;Tarde;ESoccer_Battle;West Ham;Jekos;Roma;Hermanito;1;0;H
535;02/06;15:46;Tarde;ESoccer_Battle;Aston Villa;Kallu;Brighton;Elmagico;0;1;A
536;02/06;15:46;Tarde;ESoccer_Battle;Chelsea;MakcwellLm;Newcastle;Buconi;1;2;A
537;02/06;15:38;Tarde;ESoccer_Battle;Marseille;Rodja;Roma;Hermanito;3;4;A
538;02/06;15:34;Tarde;ESoccer_Battle;Newcastle;Buconi;Aston Villa;Kallu;2;3;A
539;02/06;15:34;Tarde;ESoccer_Battle;West Ham;Nicolas_Rage;Chelsea;MakcwellLm;2;2;D
540;02/06;15:26;Tarde;ESoccer_Battle;Bayer 04;Peja;West Ham;Jekos;2;1;H
541;02/06;15:26;Tarde;ESoccer_Battle;Villarreal;Zyen;Marseille;Rodja;2;1;H
542;02/06;15:22;Tarde;ESoccer_Battle;Brighton;Elmagico;Newcastle;Buconi;1;3;A
543;02/06;15:22;Tarde;ESoccer_Battle;Aston Villa;Kallu;West Ham;Nicolas_Rage;2;2;D
544;02/06;15:14;Tarde;ESoccer_Battle;Marseille;Rodja;Bayer 04;Peja;3;2;H
545;02/06;15:14;Tarde;ESoccer_Battle;Roma;Hermanito;Villarreal;Zyen;3;1;H
546;02/06;15:10;Tarde;ESoccer_Battle;West Ham;Nicolas_Rage;Brighton;Elmagico;0;3;A
547;02/06;15:10;Tarde;ESoccer_Battle;Chelsea;MakcwellLm;Aston Villa;Kallu;1;2;A
548;02/06;15:02;Tarde;ESoccer_Battle;West Ham;Jekos;Marseille;Rodja;2;1;H
